method,surface_temperature,temperature,specific_humidity_dex,cloud_fraction,u,v,asr,olr
gplfr,9.473076820373535,7.129857805040148,0.40671731697188485,0.039442105011807546,7.160677406522963,3.542058083746168,25.24505615234375,15.77613353729248
ppca_icm,10.632755279541016,8.814313570658365,0.4380214711030324,0.052719121591912374,8.446267578336927,4.219889932208591,34.44672775268555,19.22640037536621
