method,surface_temperature,temperature,specific_humidity_dex,cloud_fraction,u,v,asr,olr
coord_deeponet,12.622779846191406,10.877131038241917,0.5617630945311652,0.06233940625356303,10.217846393585205,5.380342165629069,39.502037048339844,22.610599517822266
coord_mlp,20.469118118286133,11.288349787394205,0.6876658697923025,0.0658959328300423,10.45089160071479,5.301410728030735,99.49128723144531,31.517030715942383
gplfr,12.562052726745605,9.4005798763699,0.5203961465093825,0.05056694025794665,9.366569307115343,4.68640234735277,31.66777229309082,20.272037506103516
knn,24.28827476501465,19.129903581407333,0.9229572812716166,0.07569783967402247,10.876056353251139,5.1388199594285755,37.99563980102539,29.624378204345703
pca_mlp,12.938657760620117,9.94759570227729,0.5351008905304803,0.06111861682600445,10.359697527355618,5.222776148054335,35.93268585205078,22.509624481201172
pca_ridge,17.92881202697754,14.548328611585829,0.7058800359567007,0.06534685256580512,12.258444362216526,5.626409530639648,42.07376480102539,28.338483810424805
ppca_icm,13.73122787475586,11.218712700737846,0.5639606018861135,0.06387653677827781,9.828109078937107,4.978152089648777,43.175376892089844,23.746726989746094
train_mean,23.532455444335938,19.605996131896973,0.9441076384650336,0.10236146632168028,14.246542718675402,6.6257494820488825,210.4359130859375,37.596221923828125
