method,surface_temperature,temperature_0,temperature_1,temperature_2,temperature_3,temperature_4,temperature_5,temperature_6,temperature_7,temperature_8,specific_humidity_0,specific_humidity_1,specific_humidity_2,specific_humidity_3,specific_humidity_4,specific_humidity_5,specific_humidity_6,specific_humidity_7,specific_humidity_8,asr,olr,cloud_fraction_0,cloud_fraction_1,cloud_fraction_2,cloud_fraction_3,cloud_fraction_4,cloud_fraction_5,cloud_fraction_6,cloud_fraction_7,cloud_fraction_8,u_0,u_1,u_2,u_3,u_4,u_5,u_6,u_7,u_8,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8
gplfr,0.8790043592453003,0.8940792083740234,0.9025388360023499,0.9432854652404785,0.9545388221740723,0.966781497001648,0.9306171536445618,0.996123194694519,1.057463526725769,1.1494762897491455,1.0649935007095337,1.0220324993133545,0.9685652256011963,0.8971601128578186,0.8280712962150574,0.7989795207977295,0.7697340250015259,0.8080481290817261,0.8822794556617737,0.9613651037216187,0.8605867624282837,0.9227015376091003,0.849789559841156,0.816735565662384,0.902381420135498,1.0787503719329834,1.1323444843292236,1.1447348594665527,1.1582558155059814,0.9118350744247437,0.7289671301841736,0.6313241720199585,0.5568263530731201,0.5259003639221191,0.5210623741149902,0.5050706267356873,0.49171382188796997,0.54552161693573,0.6592288613319397,0.7541980743408203,0.6392138600349426,0.5571376085281372,0.5435053110122681,0.5771695971488953,0.625199019908905,0.6748830676078796,0.7585180401802063,0.9359489679336548
ppca_icm,0.5346888899803162,0.480379581451416,0.48365750908851624,0.4976455867290497,0.5045530796051025,0.5293542742729187,0.5385023355484009,0.577289342880249,0.5749031901359558,0.4690931439399719,0.5954577922821045,0.5900453925132751,0.5812305808067322,0.5625889301300049,0.5244871973991394,0.49850499629974365,0.4941408634185791,0.5245034098625183,0.5507925748825073,0.385202556848526,0.3935238718986511,0.3182947039604187,0.31011873483657837,0.2908191680908203,0.3346080183982849,0.3656507134437561,0.3325788974761963,0.30861878395080566,0.3023187816143036,0.32606440782546997,0.30914485454559326,0.27512192726135254,0.24789276719093323,0.22401009500026703,0.2177765965461731,0.22124521434307098,0.22902531921863556,0.25128787755966187,0.23742644488811493,0.3214443027973175,0.28120508790016174,0.25156962871551514,0.24131393432617188,0.24469271302223206,0.24379053711891174,0.247758686542511,0.27644580602645874,0.3433818221092224
