variable,gplfr,gplfr_field_coreg,gplfr_field_coreg_learn_weights
surface_temperature,10.497186660766602,10.595566749572754,10.416884422302246
temperature,8.681532430648804,8.733705425262452,8.581406927108764
specific_humidity_dex,0.4593891829252243,0.46078861355781553,0.45151775777339936
cloud_fraction,0.04842220740392804,0.047540092887356875,0.04975820123218
u,9.89455771446228,9.925890374183655,10.014190673828125
v,4.2765137434005736,4.297325801849365,4.385745668411255
asr,25.570335388183594,24.83138656616211,25.377216339111328
olr,17.607248306274414,16.89706802368164,17.466529846191406
