method,surface_temperature,temperature_0,temperature_1,temperature_2,temperature_3,temperature_4,temperature_5,temperature_6,temperature_7,temperature_8,specific_humidity_0,specific_humidity_1,specific_humidity_2,specific_humidity_3,specific_humidity_4,specific_humidity_5,specific_humidity_6,specific_humidity_7,specific_humidity_8,asr,olr,cloud_fraction_0,cloud_fraction_1,cloud_fraction_2,cloud_fraction_3,cloud_fraction_4,cloud_fraction_5,cloud_fraction_6,cloud_fraction_7,cloud_fraction_8,u_0,u_1,u_2,u_3,u_4,u_5,u_6,u_7,u_8,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8
gplfr,8.718557357788086,6.23049259185791,6.1091790199279785,5.9163689613342285,5.865038871765137,5.901890277862549,6.273132801055908,6.360773086547852,8.391523361206055,9.859371185302734,0.27041947841644287,0.27607738971710205,0.2963390350341797,0.3380627930164337,0.38741207122802734,0.4678303599357605,0.5143515467643738,0.5134197473526001,0.5106562972068787,23.974451065063477,14.92866325378418,0.10710705816745758,0.09624464809894562,0.07663559168577194,0.05851977691054344,0.05183807387948036,0.05492428317666054,0.046245500445365906,0.037522003054618835,0.026843853294849396,2.160782814025879,2.5622646808624268,3.4204678535461426,4.883599758148193,6.135758876800537,7.117018222808838,8.262693405151367,8.084909439086914,7.9572553634643555,1.549973487854004,1.9011470079421997,2.5932183265686035,3.161109685897827,3.346799850463867,3.325977087020874,3.197603702545166,2.79610013961792,2.172795534133911
ppca_icm,9.586636543273926,7.284763813018799,7.131567001342773,6.9526777267456055,6.994381904602051,7.012267589569092,7.570681571960449,8.02548599243164,10.531545639038086,12.415430068969727,0.29689928889274597,0.31214016675949097,0.3443073332309723,0.4050349295139313,0.45907554030418396,0.5350213050842285,0.6057840585708618,0.616323709487915,0.6887569427490234,26.443889617919922,17.5284481048584,0.13818199932575226,0.12656138837337494,0.09619464725255966,0.07482128590345383,0.06335979700088501,0.0716487318277359,0.06742389500141144,0.05994225665926933,0.03365391865372658,2.9208197593688965,3.4976751804351807,5.005066394805908,7.1643829345703125,8.94217300415039,10.161779403686523,11.187407493591309,10.276276588439941,11.820594787597656,2.186399459838867,2.7230029106140137,3.8489890098571777,4.851852893829346,5.11503267288208,5.168594837188721,4.955537796020508,4.2975382804870605,2.896014928817749
