method,surface_temperature,temperature_0,temperature_1,temperature_2,temperature_3,temperature_4,temperature_5,temperature_6,temperature_7,temperature_8,temperature_9,specific_humidity_0,specific_humidity_1,specific_humidity_2,specific_humidity_3,specific_humidity_4,specific_humidity_5,specific_humidity_6,specific_humidity_7,specific_humidity_8,specific_humidity_9,asr,olr,cloud_fraction_0,cloud_fraction_1,cloud_fraction_2,cloud_fraction_3,cloud_fraction_4,cloud_fraction_5,cloud_fraction_6,cloud_fraction_7,cloud_fraction_8,cloud_fraction_9,u_0,u_1,u_2,u_3,u_4,u_5,u_6,u_7,u_8,u_9,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9
gplfr,8.223518371582031,6.691013336181641,6.528728485107422,6.20118522644043,6.097560882568359,6.171356201171875,6.242828369140625,6.308294773101807,7.703048229217529,9.061785697937012,7.645772933959961,0.2514438331127167,0.25100526213645935,0.2658504545688629,0.29839879274368286,0.328695684671402,0.37840110063552856,0.41834545135498047,0.448277086019516,0.5043456554412842,0.5286429524421692,20.746417999267578,13.642518043518066,0.06766793131828308,0.060023922473192215,0.049642909318208694,0.03966393321752548,0.0353793166577816,0.03635065257549286,0.031843092292547226,0.02515554241836071,0.017721781507134438,0.005708059761673212,2.269789934158325,2.770153284072876,3.9295809268951416,5.385417461395264,6.679183006286621,7.850366115570068,9.09081745147705,9.92971420288086,11.09277057647705,17.465206146240234,1.5718193054199219,1.9355950355529785,2.6851110458374023,3.345724105834961,3.708521604537964,3.8556418418884277,4.039422512054443,4.0152740478515625,3.7202978134155273,3.547523260116577
ppca_icm,8.298379898071289,6.995834827423096,6.767550468444824,6.511566638946533,6.499309062957764,6.43781852722168,6.347818374633789,6.026281356811523,7.516629219055176,9.890685081481934,7.967410087585449,0.2715452015399933,0.2710108757019043,0.28923213481903076,0.3206760883331299,0.344659686088562,0.3819013237953186,0.42447078227996826,0.47511330246925354,0.5867552757263184,0.47856998443603516,39.35886001586914,15.895781517028809,0.084215447306633,0.07571446895599365,0.06365875154733658,0.05447601154446602,0.04835929721593857,0.05080737546086311,0.044920776039361954,0.038190823048353195,0.020415181294083595,0.00915553793311119,2.7798006534576416,3.391296148300171,4.815926551818848,6.588144779205322,8.191088676452637,9.415075302124023,10.77163314819336,11.75672435760498,14.004505157470703,20.064367294311523,1.9202876091003418,2.366840124130249,3.3195533752441406,4.230540752410889,4.763046741485596,5.109955310821533,5.381101608276367,5.161741733551025,4.513014793395996,3.785240411758423
