subset,protocol,method,metric,variable,value,metrics_path,predictions_path,config_path
multi-partial,standard,coord_mlp,rmse,v,5.173341608047485,results/models/multi-partial/coord_mlp/metrics_standard.json,results/models/multi-partial/coord_mlp/predictions.npz,results/models/multi-partial/coord_mlp/config.json
multi-partial,standard,coord_mlp,rmse,asr,91.38758087158203,results/models/multi-partial/coord_mlp/metrics_standard.json,results/models/multi-partial/coord_mlp/predictions.npz,results/models/multi-partial/coord_mlp/config.json
multi-partial,standard,coord_mlp,rmse,olr,29.06109046936035,results/models/multi-partial/coord_mlp/metrics_standard.json,results/models/multi-partial/coord_mlp/predictions.npz,results/models/multi-partial/coord_mlp/config.json
multi-partial,standard,coord_mlp,acc,surface_temperature,0.924899697303772,results/models/multi-partial/coord_mlp/metrics_standard.json,results/models/multi-partial/coord_mlp/predictions.npz,results/models/multi-partial/coord_mlp/config.json
multi-partial,standard,coord_mlp,acc,temperature,0.43533454909920694,results/models/multi-partial/coord_mlp/metrics_standard.json,results/models/multi-partial/coord_mlp/predictions.npz,results/models/multi-partial/coord_mlp/config.json
multi-partial,standard,coord_mlp,acc,specific_humidity_dex,0.6320330984890461,results/models/multi-partial/coord_mlp/metrics_standard.json,results/models/multi-partial/coord_mlp/predictions.npz,results/models/multi-partial/coord_mlp/config.json
multi-partial,standard,coord_mlp,acc,cloud_fraction,0.5626990463584661,results/models/multi-partial/coord_mlp/metrics_standard.json,results/models/multi-partial/coord_mlp/predictions.npz,results/models/multi-partial/coord_mlp/config.json
multi-partial,standard,coord_mlp,acc,u,0.5581176310777665,results/models/multi-partial/coord_mlp/metrics_standard.json,results/models/multi-partial/coord_mlp/predictions.npz,results/models/multi-partial/coord_mlp/config.json
multi-partial,standard,coord_mlp,acc,v,0.6230183631181717,results/models/multi-partial/coord_mlp/metrics_standard.json,results/models/multi-partial/coord_mlp/predictions.npz,results/models/multi-partial/coord_mlp/config.json
multi-partial,standard,coord_mlp,acc,asr,0.9633331298828125,results/models/multi-partial/coord_mlp/metrics_standard.json,results/models/multi-partial/coord_mlp/predictions.npz,results/models/multi-partial/coord_mlp/config.json
multi-partial,standard,coord_mlp,acc,olr,0.7089260816574097,results/models/multi-partial/coord_mlp/metrics_standard.json,results/models/multi-partial/coord_mlp/predictions.npz,results/models/multi-partial/coord_mlp/config.json
multi-partial,standard,gplfr,rmse,surface_temperature,10.497186660766602,results/models/multi-partial/gplfr/metrics_standard.json,results/models/multi-partial/gplfr/predictions.npz,results/models/multi-partial/gplfr/config.json
multi-partial,standard,gplfr,rmse,temperature,8.681532430648804,results/models/multi-partial/gplfr/metrics_standard.json,results/models/multi-partial/gplfr/predictions.npz,results/models/multi-partial/gplfr/config.json
multi-partial,standard,gplfr,rmse,specific_humidity_dex,0.4593891829252243,results/models/multi-partial/gplfr/metrics_standard.json,results/models/multi-partial/gplfr/predictions.npz,results/models/multi-partial/gplfr/config.json
multi-partial,standard,gplfr,rmse,cloud_fraction,0.04842220740392804,results/models/multi-partial/gplfr/metrics_standard.json,results/models/multi-partial/gplfr/predictions.npz,results/models/multi-partial/gplfr/config.json
multi-partial,standard,gplfr,rmse,u,9.89455771446228,results/models/multi-partial/gplfr/metrics_standard.json,results/models/multi-partial/gplfr/predictions.npz,results/models/multi-partial/gplfr/config.json
multi-partial,standard,gplfr,rmse,v,4.2765137434005736,results/models/multi-partial/gplfr/metrics_standard.json,results/models/multi-partial/gplfr/predictions.npz,results/models/multi-partial/gplfr/config.json
multi-partial,standard,gplfr,rmse,asr,25.570335388183594,results/models/multi-partial/gplfr/metrics_standard.json,results/models/multi-partial/gplfr/predictions.npz,results/models/multi-partial/gplfr/config.json
multi-partial,standard,gplfr,rmse,olr,17.607248306274414,results/models/multi-partial/gplfr/metrics_standard.json,results/models/multi-partial/gplfr/predictions.npz,results/models/multi-partial/gplfr/config.json
multi-partial,standard,gplfr,acc,surface_temperature,0.9737985730171204,results/models/multi-partial/gplfr/metrics_standard.json,results/models/multi-partial/gplfr/predictions.npz,results/models/multi-partial/gplfr/config.json
multi-partial,standard,gplfr,acc,temperature,0.6826789230108261,results/models/multi-partial/gplfr/metrics_standard.json,results/models/multi-partial/gplfr/predictions.npz,results/models/multi-partial/gplfr/config.json
multi-partial,standard,gplfr,acc,specific_humidity_dex,0.7851238250732422,results/models/multi-partial/gplfr/metrics_standard.json,results/models/multi-partial/gplfr/predictions.npz,results/models/multi-partial/gplfr/config.json
multi-partial,standard,gplfr,acc,cloud_fraction,0.6462407141923905,results/models/multi-partial/gplfr/metrics_standard.json,results/models/multi-partial/gplfr/predictions.npz,results/models/multi-partial/gplfr/config.json
multi-partial,standard,gplfr,acc,u,0.7378031730651855,results/models/multi-partial/gplfr/metrics_standard.json,results/models/multi-partial/gplfr/predictions.npz,results/models/multi-partial/gplfr/config.json
multi-partial,standard,gplfr,acc,v,0.7032307147979736,results/models/multi-partial/gplfr/metrics_standard.json,results/models/multi-partial/gplfr/predictions.npz,results/models/multi-partial/gplfr/config.json
multi-partial,standard,gplfr,acc,asr,0.995858371257782,results/models/multi-partial/gplfr/metrics_standard.json,results/models/multi-partial/gplfr/predictions.npz,results/models/multi-partial/gplfr/config.json
multi-partial,standard,gplfr,acc,olr,0.8879652619361877,results/models/multi-partial/gplfr/metrics_standard.json,results/models/multi-partial/gplfr/predictions.npz,results/models/multi-partial/gplfr/config.json
multi-partial,standard,gplfr,energy_score,surface_temperature,8.223518371582031,results/models/multi-partial/gplfr/metrics_standard.json,results/models/multi-partial/gplfr/predictions.npz,results/models/multi-partial/gplfr/config.json
multi-partial,standard,gplfr,energy_score,temperature,6.865157413482666,results/models/multi-partial/gplfr/metrics_standard.json,results/models/multi-partial/gplfr/predictions.npz,results/models/multi-partial/gplfr/config.json
multi-partial,standard,gplfr,energy_score,specific_humidity_dex,0.3673406273126602,results/models/multi-partial/gplfr/metrics_standard.json,results/models/multi-partial/gplfr/predictions.npz,results/models/multi-partial/gplfr/config.json
multi-partial,standard,gplfr,energy_score,cloud_fraction,0.03691571415401995,results/models/multi-partial/gplfr/metrics_standard.json,results/models/multi-partial/gplfr/predictions.npz,results/models/multi-partial/gplfr/config.json
multi-partial,standard,gplfr,energy_score,u,7.646299910545349,results/models/multi-partial/gplfr/metrics_standard.json,results/models/multi-partial/gplfr/predictions.npz,results/models/multi-partial/gplfr/config.json
multi-partial,standard,gplfr,energy_score,v,3.2424930572509765,results/models/multi-partial/gplfr/metrics_standard.json,results/models/multi-partial/gplfr/predictions.npz,results/models/multi-partial/gplfr/config.json
multi-partial,standard,gplfr,energy_score,asr,20.746417999267578,results/models/multi-partial/gplfr/metrics_standard.json,results/models/multi-partial/gplfr/predictions.npz,results/models/multi-partial/gplfr/config.json
multi-partial,standard,gplfr,energy_score,olr,13.642518043518066,results/models/multi-partial/gplfr/metrics_standard.json,results/models/multi-partial/gplfr/predictions.npz,results/models/multi-partial/gplfr/config.json
multi-partial,standard,gplfr,spread_skill_ratio,surface_temperature,0.9165794849395752,results/models/multi-partial/gplfr/metrics_standard.json,results/models/multi-partial/gplfr/predictions.npz,results/models/multi-partial/gplfr/config.json
multi-partial,standard,gplfr,spread_skill_ratio,temperature,0.9172646522521972,results/models/multi-partial/gplfr/metrics_standard.json,results/models/multi-partial/gplfr/predictions.npz,results/models/multi-partial/gplfr/config.json
multi-partial,standard,gplfr,spread_skill_ratio,specific_humidity_dex,0.9159423291683197,results/models/multi-partial/gplfr/metrics_standard.json,results/models/multi-partial/gplfr/predictions.npz,results/models/multi-partial/gplfr/config.json
multi-partial,standard,gplfr,spread_skill_ratio,cloud_fraction,0.9755267322063446,results/models/multi-partial/gplfr/metrics_standard.json,results/models/multi-partial/gplfr/predictions.npz,results/models/multi-partial/gplfr/config.json
multi-partial,standard,gplfr,spread_skill_ratio,u,0.590444666147232,results/models/multi-partial/gplfr/metrics_standard.json,results/models/multi-partial/gplfr/predictions.npz,results/models/multi-partial/gplfr/config.json
multi-partial,standard,gplfr,spread_skill_ratio,v,0.7503743171691895,results/models/multi-partial/gplfr/metrics_standard.json,results/models/multi-partial/gplfr/predictions.npz,results/models/multi-partial/gplfr/config.json
multi-partial,standard,gplfr,spread_skill_ratio,asr,1.1098181009292603,results/models/multi-partial/gplfr/metrics_standard.json,results/models/multi-partial/gplfr/predictions.npz,results/models/multi-partial/gplfr/config.json
multi-partial,standard,gplfr,spread_skill_ratio,olr,0.9343013763427734,results/models/multi-partial/gplfr/metrics_standard.json,results/models/multi-partial/gplfr/predictions.npz,results/models/multi-partial/gplfr/config.json
multi-partial,standard,knn,rmse,surface_temperature,20.53756332397461,results/models/multi-partial/knn/metrics_standard.json,results/models/multi-partial/knn/predictions.npz,results/models/multi-partial/knn/config.json
multi-partial,standard,knn,rmse,temperature,16.491255855560304,results/models/multi-partial/knn/metrics_standard.json,results/models/multi-partial/knn/predictions.npz,results/models/multi-partial/knn/config.json
multi-partial,standard,knn,rmse,specific_humidity_dex,0.8796154022216797,results/models/multi-partial/knn/metrics_standard.json,results/models/multi-partial/knn/predictions.npz,results/models/multi-partial/knn/config.json
multi-partial,standard,knn,rmse,cloud_fraction,0.07030907534062862,results/models/multi-partial/knn/metrics_standard.json,results/models/multi-partial/knn/predictions.npz,results/models/multi-partial/knn/config.json
multi-partial,standard,knn,rmse,u,11.361426901817321,results/models/multi-partial/knn/metrics_standard.json,results/models/multi-partial/knn/predictions.npz,results/models/multi-partial/knn/config.json
multi-partial,standard,knn,rmse,v,4.758059096336365,results/models/multi-partial/knn/metrics_standard.json,results/models/multi-partial/knn/predictions.npz,results/models/multi-partial/knn/config.json
multi-partial,standard,knn,rmse,asr,37.7646598815918,results/models/multi-partial/knn/metrics_standard.json,results/models/multi-partial/knn/predictions.npz,results/models/multi-partial/knn/config.json
multi-partial,standard,knn,rmse,olr,26.98819351196289,results/models/multi-partial/knn/metrics_standard.json,results/models/multi-partial/knn/predictions.npz,results/models/multi-partial/knn/config.json
multi-partial,standard,knn,acc,surface_temperature,0.9692226648330688,results/models/multi-partial/knn/metrics_standard.json,results/models/multi-partial/knn/predictions.npz,results/models/multi-partial/knn/config.json
multi-partial,standard,knn,acc,temperature,0.6415139615535737,results/models/multi-partial/knn/metrics_standard.json,results/models/multi-partial/knn/predictions.npz,results/models/multi-partial/knn/config.json
multi-partial,standard,knn,acc,specific_humidity_dex,0.7692107617855072,results/models/multi-partial/knn/metrics_standard.json,results/models/multi-partial/knn/predictions.npz,results/models/multi-partial/knn/config.json
multi-partial,standard,knn,acc,cloud_fraction,0.6234593033790589,results/models/multi-partial/knn/metrics_standard.json,results/models/multi-partial/knn/predictions.npz,results/models/multi-partial/knn/config.json
multi-partial,standard,knn,acc,u,0.712628960609436,results/models/multi-partial/knn/metrics_standard.json,results/models/multi-partial/knn/predictions.npz,results/models/multi-partial/knn/config.json
multi-partial,standard,knn,acc,v,0.7065371453762055,results/models/multi-partial/knn/metrics_standard.json,results/models/multi-partial/knn/predictions.npz,results/models/multi-partial/knn/config.json
multi-partial,standard,knn,acc,asr,0.9946697950363159,results/models/multi-partial/knn/metrics_standard.json,results/models/multi-partial/knn/predictions.npz,results/models/multi-partial/knn/config.json
multi-partial,standard,knn,acc,olr,0.7837823033332825,results/models/multi-partial/knn/metrics_standard.json,results/models/multi-partial/knn/predictions.npz,results/models/multi-partial/knn/config.json
multi-partial,standard,pca_mlp,rmse,surface_temperature,12.731175422668457,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_mlp,rmse,temperature,10.565062332153321,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_mlp,rmse,specific_humidity_dex,0.5526198983192444,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_mlp,rmse,cloud_fraction,0.06264671199023723,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_mlp,rmse,u,11.710825538635254,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_mlp,rmse,v,5.295953488349914,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_mlp,rmse,asr,37.37434768676758,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_mlp,rmse,olr,20.871685028076172,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_mlp,acc,surface_temperature,0.9453082084655762,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_mlp,acc,temperature,0.611747182905674,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_mlp,acc,specific_humidity_dex,0.743398194015026,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_mlp,acc,cloud_fraction,0.6070609420537949,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_mlp,acc,u,0.6565601110458374,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_mlp,acc,v,0.6406804859638214,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_mlp,acc,asr,0.99522864818573,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_mlp,acc,olr,0.8358727097511292,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_ridge,rmse,surface_temperature,16.91155433654785,results/models/multi-partial/pca_ridge/metrics_standard.json,results/models/multi-partial/pca_ridge/predictions.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,standard,pca_ridge,rmse,temperature,14.438247776031494,results/models/multi-partial/pca_ridge/metrics_standard.json,results/models/multi-partial/pca_ridge/predictions.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,standard,pca_ridge,rmse,specific_humidity_dex,0.696624556183815,results/models/multi-partial/pca_ridge/metrics_standard.json,results/models/multi-partial/pca_ridge/predictions.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,standard,pca_ridge,rmse,cloud_fraction,0.06712860465049744,results/models/multi-partial/pca_ridge/metrics_standard.json,results/models/multi-partial/pca_ridge/predictions.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,standard,pca_ridge,rmse,u,13.092321944236755,results/models/multi-partial/pca_ridge/metrics_standard.json,results/models/multi-partial/pca_ridge/predictions.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,standard,pca_ridge,rmse,v,5.461110949516296,results/models/multi-partial/pca_ridge/metrics_standard.json,results/models/multi-partial/pca_ridge/predictions.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,standard,pca_ridge,rmse,asr,47.42533874511719,results/models/multi-partial/pca_ridge/metrics_standard.json,results/models/multi-partial/pca_ridge/predictions.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,standard,pca_ridge,rmse,olr,24.85892105102539,results/models/multi-partial/pca_ridge/metrics_standard.json,results/models/multi-partial/pca_ridge/predictions.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,standard,pca_ridge,acc,surface_temperature,0.9659863114356995,results/models/multi-partial/pca_ridge/metrics_standard.json,results/models/multi-partial/pca_ridge/predictions.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,standard,pca_ridge,acc,temperature,0.46302490383386613,results/models/multi-partial/pca_ridge/metrics_standard.json,results/models/multi-partial/pca_ridge/predictions.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,standard,pca_ridge,acc,specific_humidity_dex,0.7406726107001305,results/models/multi-partial/pca_ridge/metrics_standard.json,results/models/multi-partial/pca_ridge/predictions.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,standard,pca_ridge,acc,cloud_fraction,0.5859504222869873,results/models/multi-partial/pca_ridge/metrics_standard.json,results/models/multi-partial/pca_ridge/predictions.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,standard,pca_ridge,acc,u,0.6136901885271072,results/models/multi-partial/pca_ridge/metrics_standard.json,results/models/multi-partial/pca_ridge/predictions.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,standard,pca_ridge,acc,v,0.6471251785755158,results/models/multi-partial/pca_ridge/metrics_standard.json,results/models/multi-partial/pca_ridge/predictions.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,standard,pca_ridge,acc,asr,0.9949203133583069,results/models/multi-partial/pca_ridge/metrics_standard.json,results/models/multi-partial/pca_ridge/predictions.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,standard,pca_ridge,acc,olr,0.840783953666687,results/models/multi-partial/pca_ridge/metrics_standard.json,results/models/multi-partial/pca_ridge/predictions.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,standard,ppca_icm,rmse,surface_temperature,10.734400749206543,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,rmse,temperature,9.094763040542603,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,rmse,specific_humidity_dex,0.49431086480617525,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,rmse,cloud_fraction,0.060118344612419605,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,rmse,u,10.822219705581665,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,rmse,v,4.827647399902344,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,rmse,asr,47.90688705444336,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,rmse,olr,19.788055419921875,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,acc,surface_temperature,0.9701893329620361,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,acc,temperature,0.6163298726081848,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,acc,specific_humidity_dex,0.7529084190726281,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,acc,cloud_fraction,0.6256958693265915,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,acc,u,0.6775626897811889,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,acc,v,0.645757520198822,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,acc,asr,0.9952951073646545,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,acc,olr,0.8554235696792603,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,energy_score,surface_temperature,8.298379898071289,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,energy_score,temperature,7.096090364456177,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,energy_score,specific_humidity_dex,0.3843934655189514,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,energy_score,cloud_fraction,0.04899136703461408,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,energy_score,u,9.177856206893921,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,energy_score,v,4.055132246017456,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,energy_score,asr,39.35886001586914,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,energy_score,olr,15.895781517028809,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,spread_skill_ratio,surface_temperature,0.6039829850196838,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,spread_skill_ratio,temperature,0.5877153605222702,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,spread_skill_ratio,specific_humidity_dex,0.5969800829887391,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,spread_skill_ratio,cloud_fraction,0.39393353164196016,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,spread_skill_ratio,u,0.25794904232025145,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,spread_skill_ratio,v,0.3202231153845787,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,spread_skill_ratio,asr,0.3209782540798187,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,spread_skill_ratio,olr,0.42077454924583435,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,train_mean,rmse,surface_temperature,25.25574493408203,results/models/multi-partial/train_mean/metrics_standard.json,results/models/multi-partial/train_mean/predictions.npz,results/models/multi-partial/train_mean/config.json
multi-partial,standard,train_mean,rmse,temperature,21.262394905090332,results/models/multi-partial/train_mean/metrics_standard.json,results/models/multi-partial/train_mean/predictions.npz,results/models/multi-partial/train_mean/config.json
multi-partial,standard,train_mean,rmse,specific_humidity_dex,1.1000952899456025,results/models/multi-partial/train_mean/metrics_standard.json,results/models/multi-partial/train_mean/predictions.npz,results/models/multi-partial/train_mean/config.json
multi-partial,standard,train_mean,rmse,cloud_fraction,0.09826659327372908,results/models/multi-partial/train_mean/metrics_standard.json,results/models/multi-partial/train_mean/predictions.npz,results/models/multi-partial/train_mean/config.json
multi-partial,standard,train_mean,rmse,u,16.784030294418336,results/models/multi-partial/train_mean/metrics_standard.json,results/models/multi-partial/train_mean/predictions.npz,results/models/multi-partial/train_mean/config.json
multi-partial,standard,train_mean,rmse,v,6.805673122406006,results/models/multi-partial/train_mean/metrics_standard.json,results/models/multi-partial/train_mean/predictions.npz,results/models/multi-partial/train_mean/config.json
multi-partial,standard,train_mean,rmse,asr,196.78746032714844,results/models/multi-partial/train_mean/metrics_standard.json,results/models/multi-partial/train_mean/predictions.npz,results/models/multi-partial/train_mean/config.json
multi-partial,standard,train_mean,rmse,olr,40.900150299072266,results/models/multi-partial/train_mean/metrics_standard.json,results/models/multi-partial/train_mean/predictions.npz,results/models/multi-partial/train_mean/config.json
multi-partial,standard,train_mean,acc,surface_temperature,0.9410927295684814,results/models/multi-partial/train_mean/metrics_standard.json,results/models/multi-partial/train_mean/predictions.npz,results/models/multi-partial/train_mean/config.json
multi-partial,standard,train_mean,acc,temperature,0.3895624950528145,results/models/multi-partial/train_mean/metrics_standard.json,results/models/multi-partial/train_mean/predictions.npz,results/models/multi-partial/train_mean/config.json
multi-partial,standard,train_mean,acc,specific_humidity_dex,0.6664930373430252,results/models/multi-partial/train_mean/metrics_standard.json,results/models/multi-partial/train_mean/predictions.npz,results/models/multi-partial/train_mean/config.json
multi-partial,standard,train_mean,acc,cloud_fraction,0.5450478665530681,results/models/multi-partial/train_mean/metrics_standard.json,results/models/multi-partial/train_mean/predictions.npz,results/models/multi-partial/train_mean/config.json
multi-partial,standard,train_mean,acc,u,0.5328102231025695,results/models/multi-partial/train_mean/metrics_standard.json,results/models/multi-partial/train_mean/predictions.npz,results/models/multi-partial/train_mean/config.json
multi-partial,standard,train_mean,acc,v,0.5467572003602982,results/models/multi-partial/train_mean/metrics_standard.json,results/models/multi-partial/train_mean/predictions.npz,results/models/multi-partial/train_mean/config.json
multi-partial,standard,train_mean,acc,asr,0.9921747446060181,results/models/multi-partial/train_mean/metrics_standard.json,results/models/multi-partial/train_mean/predictions.npz,results/models/multi-partial/train_mean/config.json
multi-partial,standard,train_mean,acc,olr,0.7108538150787354,results/models/multi-partial/train_mean/metrics_standard.json,results/models/multi-partial/train_mean/predictions.npz,results/models/multi-partial/train_mean/config.json
