method,surface_temperature,temperature,specific_humidity_dex,cloud_fraction,u,v,asr,olr
gplfr,0.5410448312759399,0.6379320422808329,0.6735417180591159,1.2380036181873746,0.7421022322442796,0.7598125471009148,0.45847973227500916,0.5975192785263062
ppca_icm,0.30145907402038574,0.30271096858713364,0.24166574908627403,0.2649128536383311,0.22574339310328165,0.18722214466995662,0.1732911467552185,0.2528616487979889
