method,surface_temperature,temperature_0,temperature_1,temperature_2,temperature_3,temperature_4,temperature_5,temperature_6,temperature_7,temperature_8,specific_humidity_0_dex,specific_humidity_1_dex,specific_humidity_2_dex,specific_humidity_3_dex,specific_humidity_4_dex,specific_humidity_5_dex,specific_humidity_6_dex,specific_humidity_7_dex,specific_humidity_8_dex,asr,olr,cloud_fraction_0,cloud_fraction_1,cloud_fraction_2,cloud_fraction_3,cloud_fraction_4,cloud_fraction_5,cloud_fraction_6,cloud_fraction_7,cloud_fraction_8,u_0,u_1,u_2,u_3,u_4,u_5,u_6,u_7,u_8,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8
coord_deeponet,12.497551918029785,10.034104347229004,9.312686920166016,9.01118278503418,9.118449211120605,9.675237655639648,10.909218788146973,12.106927871704102,12.729629516601562,14.049483299255371,0.38614311814308167,0.3835345506668091,0.41422560811042786,0.4639062285423279,0.5158438682556152,0.5940703749656677,0.6695448756217957,0.7076482772827148,0.74737548828125,36.604637145996094,20.326066970825195,0.11245604604482651,0.09857825934886932,0.07970711588859558,0.06054377928376198,0.0560162216424942,0.06160661205649376,0.05116180330514908,0.0364360511302948,0.022530067712068558,3.772630214691162,4.5454254150390625,6.327066421508789,8.228275299072266,10.2162446975708,11.727819442749023,13.41745376586914,14.888422012329102,16.85902976989746,2.599470615386963,3.1918141841888428,4.361079692840576,5.34149694442749,5.80214786529541,6.0620551109313965,6.253355026245117,5.8915839195251465,5.648116111755371
coord_mlp,20.001235961914062,11.291093826293945,10.729654312133789,10.418197631835938,10.534143447875977,10.852112770080566,11.084979057312012,11.072824478149414,13.260941505432129,14.76298999786377,0.48254477977752686,0.4637857973575592,0.48286548256874084,0.5314318537712097,0.5919145941734314,0.6778193712234497,0.753796398639679,0.8271182775497437,0.9551745057106018,101.4321517944336,28.947778701782227,0.12477290630340576,0.106190025806427,0.08484803140163422,0.07184957712888718,0.06622079014778137,0.06491902470588684,0.06028373911976814,0.042960792779922485,0.021985845640301704,4.167050838470459,4.922435283660889,7.2602362632751465,9.371587753295898,10.884702682495117,11.983840942382812,13.461930274963379,14.661385536193848,16.979082107543945,2.713029384613037,3.2544100284576416,4.461210250854492,5.560291767120361,5.976830959320068,6.213666915893555,6.37580680847168,5.7985968589782715,5.380660057067871
gplfr,11.392911911010742,9.259522438049316,8.888566970825195,8.398978233337402,8.058024406433105,7.918800354003906,7.797472953796387,8.091200828552246,10.54807186126709,12.094446182250977,0.31754517555236816,0.3194967806339264,0.3429715633392334,0.38532987236976624,0.4297332763671875,0.49580955505371094,0.5563784837722778,0.5972858667373657,0.7002772688865662,26.7850399017334,17.65325927734375,0.08751027286052704,0.07699012011289597,0.06536468118429184,0.05087457224726677,0.04294993355870247,0.044916655868291855,0.04063509777188301,0.03270071744918823,0.02019757218658924,3.1605234146118164,3.8311452865600586,5.3512067794799805,7.184916019439697,8.93701457977295,10.52128791809082,12.094087600708008,13.337791442871094,15.618610382080078,2.1784658432006836,2.653805732727051,3.6626386642456055,4.587944984436035,5.0852460861206055,5.322176933288574,5.499717712402344,5.266453266143799,4.524363040924072
knn,23.174877166748047,17.187440872192383,16.662517547607422,16.230497360229492,16.285743713378906,16.656272888183594,18.00069236755371,19.530027389526367,22.291292190551758,23.222064971923828,0.6221994161605835,0.6277367472648621,0.6637848019599915,0.7333385944366455,0.8285784125328064,0.9692951440811157,1.1019803285598755,1.1851145029067993,1.218828558921814,32.825714111328125,26.322330474853516,0.12407325953245163,0.11255074292421341,0.08946133404970169,0.07197096943855286,0.06273531168699265,0.06490922719240189,0.0554480142891407,0.04599626362323761,0.026078488677740097,3.682100534439087,4.506362438201904,6.388967037200928,8.656386375427246,10.890134811401367,12.785381317138672,14.424323081970215,15.765881538391113,17.50286293029785,2.448169469833374,2.984243869781494,4.067773342132568,5.093975067138672,5.684292316436768,6.086305141448975,6.235709190368652,5.863947868347168,5.0293378829956055
pca_mlp,12.958579063415527,9.529159545898438,9.388876914978027,9.480871200561523,9.392810821533203,9.569637298583984,10.07900619506836,11.04819107055664,11.8783540725708,12.433355331420898,0.37640419602394104,0.38783618807792664,0.42311590909957886,0.46209797263145447,0.4973405599594116,0.5694810152053833,0.6452850699424744,0.6674928665161133,0.7399463057518005,32.78139877319336,20.26144790649414,0.11034347862005234,0.09576054662466049,0.07765628397464752,0.06098911538720131,0.054108794778585434,0.05920035019516945,0.0503309890627861,0.03809349611401558,0.022664329037070274,3.6190781593322754,4.311439037322998,5.9679694175720215,8.022309303283691,10.103408813476562,11.896584510803223,13.504334449768066,14.984021186828613,17.192180633544922,2.438993215560913,2.950622797012329,4.059982776641846,5.030820846557617,5.557297229766846,5.913954734802246,6.129607677459717,5.920135974884033,5.538639068603516
pca_ridge,17.04987335205078,14.61801528930664,14.081941604614258,13.188544273376465,12.654216766357422,12.40709114074707,12.439813613891602,13.474092483520508,16.715970993041992,19.068553924560547,0.4727756083011627,0.46326810121536255,0.4790315330028534,0.5369123220443726,0.6052500605583191,0.7106168270111084,0.7939848303794861,0.8780861496925354,0.9830288290977478,37.859500885009766,25.307899475097656,0.12824209034442902,0.11427005380392075,0.08883161842823029,0.06480856984853745,0.057450782507658005,0.06264904886484146,0.05671807378530502,0.04212338849902153,0.024368347600102425,4.011625289916992,5.081601142883301,7.495712757110596,10.05756950378418,12.10879135131836,13.545602798461914,15.66529369354248,18.338794708251953,22.266326904296875,2.6671409606933594,3.280897617340088,4.646956443786621,5.8658623695373535,6.3663859367370605,6.524115085601807,6.682911396026611,6.420437812805176,6.10653829574585
ppca_icm,12.050851821899414,10.263076782226562,9.99415111541748,9.59372615814209,9.299908638000488,9.044816017150879,8.740350723266602,8.555634498596191,10.76927661895752,13.757683753967285,0.3590746521949768,0.35860946774482727,0.37528854608535767,0.4161205291748047,0.46004897356033325,0.535133421421051,0.5853608250617981,0.6230971217155457,0.7361741065979004,37.018089294433594,20.30730438232422,0.1036306619644165,0.09146454930305481,0.07619361579418182,0.05923355370759964,0.05375213548541069,0.05824584513902664,0.053088631480932236,0.045800093561410904,0.023465309292078018,3.343447208404541,4.03775691986084,5.705864906311035,7.89616584777832,9.96992015838623,11.514179229736328,12.927567481994629,13.762537956237793,16.38168716430664,2.28212308883667,2.7825238704681396,3.8888981342315674,4.9436750411987305,5.552648067474365,5.989285469055176,6.210738658905029,5.829566955566406,4.904576301574707
train_mean,25.163753509521484,18.851503372192383,17.827173233032227,16.84836769104004,16.823823928833008,17.29688262939453,19.144432067871094,21.5853328704834,26.29789161682129,28.143707275390625,0.6679441928863525,0.6856104731559753,0.754343569278717,0.8546281456947327,0.9669390916824341,1.1371756792068481,1.319541335105896,1.4668606519699097,1.5134108066558838,198.88294982910156,40.775779724121094,0.19692914187908173,0.16710320115089417,0.12446607649326324,0.10363170504570007,0.09665497392416,0.09374714642763138,0.08116044104099274,0.05664953216910362,0.03451169282197952,4.586222171783447,5.963037014007568,9.630285263061523,13.731120109558105,17.23331642150879,19.02251434326172,20.307628631591797,21.622434616088867,24.24479103088379,3.1352145671844482,3.842600107192993,5.344411373138428,6.667010307312012,7.265255451202393,7.596686363220215,7.892213344573975,7.716459274291992,7.470341205596924
