method,surface_temperature,temperature_0,temperature_1,temperature_2,temperature_3,temperature_4,temperature_5,temperature_6,temperature_7,temperature_8,specific_humidity_0,specific_humidity_1,specific_humidity_2,specific_humidity_3,specific_humidity_4,specific_humidity_5,specific_humidity_6,specific_humidity_7,specific_humidity_8,asr,olr,cloud_fraction_0,cloud_fraction_1,cloud_fraction_2,cloud_fraction_3,cloud_fraction_4,cloud_fraction_5,cloud_fraction_6,cloud_fraction_7,cloud_fraction_8,u_0,u_1,u_2,u_3,u_4,u_5,u_6,u_7,u_8,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8
gplfr,8.705083847045898,7.028833866119385,6.734740734100342,6.330662727355957,6.146023750305176,6.174213886260986,6.240176677703857,6.526551723480225,8.361725807189941,9.397558212280273,0.24930547177791595,0.2516828775405884,0.27162623405456543,0.3048867881298065,0.3395126760005951,0.3943306803703308,0.444741815328598,0.4772787392139435,0.5526106357574463,21.604759216308594,13.69597339630127,0.06628895550966263,0.05816485732793808,0.04837661236524582,0.038168102502822876,0.03435815870761871,0.03607535734772682,0.03164667636156082,0.024742038920521736,0.01658630557358265,2.3435072898864746,2.8717563152313232,4.0673651695251465,5.525965213775635,6.916889190673828,8.193620681762695,9.42034912109375,10.32583999633789,12.069783210754395,1.6124986410140991,1.9898818731307983,2.7826993465423584,3.4854400157928467,3.8291568756103516,3.9919610023498535,4.132880210876465,3.9700536727905273,3.479173183441162
ppca_icm,9.407302856445312,8.147086143493652,7.9101738929748535,7.530151844024658,7.3261847496032715,7.129997253417969,6.940750598907471,6.769852638244629,8.44100284576416,11.216300964355469,0.2749878764152527,0.27502429485321045,0.28699901700019836,0.31882187724113464,0.3555174767971039,0.41715410351753235,0.46022212505340576,0.49113455414772034,0.57448410987854,29.31191635131836,16.183263778686523,0.083600714802742,0.074773408472538,0.06288199871778488,0.04856467619538307,0.04372880607843399,0.048100512474775314,0.04359576851129532,0.03783830627799034,0.01993868127465248,2.8112306594848633,3.4377787113189697,4.903290271759033,6.862057209014893,8.656258583068848,9.948442459106445,11.13186264038086,11.8179292678833,14.214568138122559,1.9138598442077637,2.374727964401245,3.3623578548431396,4.281221389770508,4.769368648529053,5.12282133102417,5.257881164550781,4.886111736297607,4.026986122131348
