method,surface_temperature,temperature_0,temperature_1,temperature_2,temperature_3,temperature_4,temperature_5,temperature_6,temperature_7,temperature_8,temperature_9,specific_humidity_0,specific_humidity_1,specific_humidity_2,specific_humidity_3,specific_humidity_4,specific_humidity_5,specific_humidity_6,specific_humidity_7,specific_humidity_8,specific_humidity_9,asr,olr,cloud_fraction_0,cloud_fraction_1,cloud_fraction_2,cloud_fraction_3,cloud_fraction_4,cloud_fraction_5,cloud_fraction_6,cloud_fraction_7,cloud_fraction_8,cloud_fraction_9,u_0,u_1,u_2,u_3,u_4,u_5,u_6,u_7,u_8,u_9,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9
gplfr,0.6041377186775208,0.6444738507270813,0.6742061972618103,0.7311686277389526,0.8655556440353394,0.8623948693275452,0.6935787796974182,0.6035460233688354,0.7364369630813599,1.1736785173416138,1.1935862302780151,0.5292624831199646,0.49763748049736023,0.4831150472164154,0.5004798173904419,0.5217852592468262,0.5546841025352478,0.5773517489433289,0.581505537033081,1.0198400020599365,1.0659141540527344,0.4818992614746094,0.4792366623878479,0.20233824849128723,0.21207378804683685,0.25486597418785095,0.3219095468521118,0.3963462710380554,0.3225179612636566,2.506643772125244,4.753539562225342,21.388389587402344,79.67217254638672,0.5791966319084167,0.5905941724777222,0.6210184097290039,0.6317018866539001,0.6195529103279114,0.5962963700294495,0.58315110206604,0.6157267093658447,1.0927084684371948,0.8686398863792419,0.5938713550567627,0.6162548065185547,0.603603720664978,0.5818598866462708,0.5531322360038757,0.5589017868041992,0.6125691533088684,0.6837852001190186,1.089619755744934,3.443537950515747
ppca_icm,0.655866265296936,0.7377668023109436,0.7958617806434631,0.8503925800323486,1.0294663906097412,1.0101536512374878,0.7177134156227112,0.5646694898605347,0.7470875978469849,1.5727589130401611,1.3894535303115845,0.5927557349205017,0.5496464967727661,0.5419881939888,0.570773184299469,0.5537343621253967,0.5493266582489014,0.5615646243095398,0.6351792216300964,1.5564051866531372,0.9633644223213196,1.1560232639312744,0.5958628058433533,0.26341885328292847,0.2748578190803528,0.3492596447467804,0.44388777017593384,0.4875293970108032,0.41142168641090393,4.289654731750488,8.651938438415527,18.544445037841797,27.18437385559082,0.6798416972160339,0.6988165974617004,0.759220540523529,0.8022486567497253,0.7947984933853149,0.7357032895088196,0.6781793236732483,0.6780518889427185,1.1593841314315796,0.735396683216095,0.6982401609420776,0.7510923743247986,0.7511417269706726,0.7302902936935425,0.6966823935508728,0.7251945734024048,0.7672288417816162,0.7740137577056885,1.1748825311660767,3.1083080768585205
